address_line_1,address_line_2,city,compliance_status,contract_decision,contribution_amount,contribution_date,cumulative_total,dataset_source,employer,exceeds_cumulative_limit,exceeds_single_limit,first_name,full_name,id,kyc_passed,kyc_status,last_name,occupation,phone,state,unique_id,wallet,zip
928 Oak Way,,Houston,,,717.55,2024-06-23,,donors,Art Gallery,,,Charlotte,,105,,,Kelly,CPA,555-2503,TX,T3OAEB3E,0x1e64dd35f4defceea0351705533b6fe4d4a54d1a,77001
998 Oak Court,,Fresno,,,43.73,2024-06-27,,donors,Education First,,,Denise,,106,,,Owens,Network Engineer,555-5673,CA,122TZVNB,0x28ce14913a41d6858cff2780bab2dac19ac53102,93701
120 Cedar Court,,Columbus,,,59.95,2024-06-27,,donors,Logistics Co,,,Scott,,107,,,Bell,Product Manager,555-1727,OH,7Y6HI04S,0xc35a158bfc9957ec35229112741f64942abbb36b,43201
589 Ash Road,,San Jose,,,1950.42,2024-06-30,,donors,Security Firm,,,Dennis,,108,,,Martin,Creative Director,555-4154,CA,J06OIXBQ,0xc9d6351894be064644e05fa77a3f3363070da9af,95101
636 Maple Way,,New York,,,1928.28,2024-07-01,,donors,Auto Industries,,,Alexander,,109,,,Nguyen,CEO,555-6943,NY,5IHZRG4O,0x253388843aa51c720f6787dc35a3f541047a46a9,10001
110 Spruce Road,,Houston,,,1004.48,2024-07-04,,donors,Hotel Chain,,,Andrea,,110,,,Gibson,Teacher,555-8892,TX,QZJ4A5RX,0x6488c9349a0ac14172e8cc8672b8c5373d79ebf4,77001
479 Oak Place,,Atlanta,,,382.82,2024-07-04,,donors,Nonprofit Org,,,David,,111,,,Perez,Store Manager,555-6532,GA,ZO41S71R,0x63a1ea1588480d7c126c336d05a4abbc10417600,30301
603 Ash Street,Unit 10D,Kansas City,,,1274.1,2024-07-07,,donors,Art Gallery,,,Julia,,112,,,Mitchell,Game Developer,555-3396,MO,8M0BJ6U9,0x25537341182677efd7b13297b9d158737b2c10c3,64101
590 Birch Avenue,,Columbus,,,42.73,2024-07-08,,donors,Media Productions,,,Maria,,113,,,Wallace,Editor,555-5668,OH,FQJB26BY,0xb3e6b4fa848d8c51f2a143379e76b27f5304455d,43201
241 Poplar Lane,,Detroit,,,1941.62,2024-07-09,,donors,Construction Co,,,Nicholas,,114,,,Adams,Designer,555-5961,MI,8WUVFN9T,0x4ac73ebf27790a9a4650d10ca0b146a30de89946,48201
622 Maple Road,,Philadelphia,,,815.99,2024-07-10,,donors,Healthcare Partners,,,Rebecca,,115,,,Jordan,Professor,555-6364,PA,89CMLQ63,0x4a34c7bdb12ba3930b4f2801cb5b0c93af56b537,19101
904 Willow Road,,San Diego,,,334.09,2024-07-13,,donors,Investment Bank,,,William,,116,,,Martinez,Operations Manager,555-6708,CA,H1TMJONR,0x093d614695a5f341982eafec2535a8cf5b968706,92101
189 Spruce Way,,Austin,,,1218.75,2024-07-17,,donors,Tech Startup,,,Dennis,,117,,,Chen,Site Supervisor,555-2357,TX,2PQUL5JZ,0x6017210e5d9d04bd0bee39ebbb4a25a7f9e4c0dd,78701
739 Birch Street,,San Jose,,,914.5,2024-07-19,,donors,Telecom Company,,,Benjamin,,118,,,Miller,Real Estate Agent,555-3542,CA,BN9ZJEK0,0x84f9d70c91b2f60c448b97c20fb50065ed7f4cc2,95101
954 Elm Boulevard,,Nashville,,,147.46,2024-07-22,,donors,Music Label,,,Susan,,119,,,Diaz,Research Scientist,555-2828,TN,F8M7G9DL,0xa51697eeedfb8e9d5af175aab64d1c1170dbf12e,37201
973 Ash Court,,Fort Worth,,,1355.48,2024-07-23,,donors,Investment Bank,,,Michelle,,120,,,Hayes,Software Engineer,555-8237,TX,OWPDCNSA,0xdfc346b38246a7f4e673a6d6304ba681057561b5,76101
472 Maple Court,Unit 13D,Chicago,,,302.15,2024-07-23,,donors,Sports Management,,,Charlotte,,121,,,Chen,Real Estate Agent,555-8618,IL,BIKJ52AQ,0x0f35d7146c2e374b0937ce698d42bb632c70ed81,60601
949 Willow Drive,,Milwaukee,,,507.67,2024-07-24,,donors,Music Label,,,Sara,,122,,,Vasquez,Software Engineer,555-4727,WI,KMN9ELGG,0xc6e6bd0e707daa49a2b682a80d8a57e607c9e38e,53201
813 Ash Boulevard,,San Francisco,,,1466.18,2024-07-24,,donors,Telecom Company,,,Noah,,123,,,Vasquez,Teacher,555-3650,CA,VXAQ4IID,0x16f530f01f1116cfd3c5c022aab6f0441df82fbd,94102
314 Pine Lane,,Philadelphia,,,1669.42,2024-07-25,,donors,Sports Management,,,Carol,,124,,,Johnson,Engineer,555-6041,PA,3MYBZPJ9,0x4578861245ae03df3909d210842d467976291fe5,19101
776 Oak Place,,Anaheim,,,993.85,2024-07-25,,donors,Sports Management,,,Charlotte,,125,,,Aguilar,Project Manager,555-2564,CA,U22P0A4G,0x31eda11686c47c6ce67f545f67623e233a295489,92801
224 Elm Lane,,Fresno,,,3299.55,2024-07-29,,donors,Gaming Studio,,,Stephanie,,126,,,Evans,Attorney,555-3524,CA,3ZKCNLYY,0x7aa65b7fb0109ad848527a8f9771c29df78e6fd7,93701
749 Pine Court,Unit 2,Houston,,,863.96,2024-08-02,,donors,Food Services,,,Richard,,127,,,Perry,Attorney,555-7200,TX,V3MEWMIB,0x1c76af4858fb2bf47d806117b433252f6df240cf,77001
605 Cedar Place,Suite 11B,Raleigh,,,811.15,2024-08-05,,donors,Tech Solutions Inc,,,Heather,,128,,,Watson,Creative Director,555-8982,NC,LT5YGESQ,0x0ef0a3cf41099ff0370fec537266e33bb193ffcf,27601
528 Birch Street,Unit 19C,Fresno,,,898.94,2024-08-05,,donors,Tech Solutions Inc,,,Andrea,,129,,,Watson,Producer,555-4895,CA,KQIIPUPB,0x83a0b9fc0683f66235f5a10affb7d1d7be65ba5a,93701
869 Willow Street,Apt 3A,San Jose,,,1796.63,2024-08-10,,donors,Healthcare Partners,,,Sophia,,130,,,James,CEO,555-9503,CA,FWYUH5HZ,0x69ce55f1b440b11a32cd7ebd657b981aa3a88aa8,95101
340 Willow Place,Unit 12,Denver,,,1770.13,2024-08-11,,donors,Hospital Network,,,George,,131,,,Patel,Pharmacist,555-4765,CO,V6YR2VIQ,0xd26dd943f61a6c1254f148e1ff8971dccd051146,80201
536 Elm Street,,Las Vegas,,,594.96,2024-08-12,,donors,Fashion House,,,Dennis,,132,,,Kennedy,Teacher,555-6049,NV,VPRPDFRK,0xd9695fa9149cbfdd8c75a72588a4ca92a3b117a5,89101
928 Oak Way,,Houston,,,10.73,2024-08-15,,donors,Art Gallery,,,Charlotte,,133,,,Kelly,CPA,555-2503,TX,T3OAEB3E,0x1e64dd35f4defceea0351705533b6fe4d4a54d1a,77001
395 Spruce Circle,Unit 17A,San Antonio,,,789.78,2024-08-15,,donors,Construction Co,,,Brandon,,134,,,Kim,Agent,555-5033,TX,Y0A4GCHY,0x8deb771df348a346e9665651642b84e7612a8cfa,78201
314 Pine Lane,,Philadelphia,,,1629.58,2024-08-17,,donors,Sports Management,,,Carol,,135,,,Johnson,Engineer,555-6041,PA,3MYBZPJ9,0x4578861245ae03df3909d210842d467976291fe5,19101
273 Cedar Court,Apt 17,Boston,,,811.88,2024-08-17,,donors,Travel Agency,,,Charles,,136,,,Reyes,Security Consultant,555-2109,MA,FCPJ4T0A,0x4ca8c1ea0324538018d71b219d01121f44802ea4,02101
554 Pine Place,,Portland,,,896.38,2024-08-19,,donors,Media Productions,,,Zachary,,137,,,Simmons,Designer,555-7442,OR,8H68I9A7,0x8774d1c6bbf3c427725fd2b990f169f3792581ec,97201
758 Cedar Drive,,New York,,,1739.8,2024-08-20,,donors,Tech Solutions Inc,,,Mary,,138,,,Griffin,Attorney,555-9965,NY,1VTXHOVE,0x5d80f366d3e403f877023b8fef5b8db4421aa091,10001
788 Oak Street,,Philadelphia,,,956.92,2024-08-20,,donors,Retail Chain,,,George,,139,,,Hayes,Underwriter,555-9837,PA,ETQ4A0MC,0x3ad706f1fb16f02d574548d6ece4cdc7c4b71c7d,19101
568 Birch Drive,,Charlotte,,,37.34,2024-08-23,,donors,Real Estate Group,,,Kevin,,140,,,Cooper,Creative Director,555-7208,NC,EOA89JQR,0x25a81d9a08710762512088f686cb2a11cb08d3aa,28201
657 Elm Boulevard,,Cleveland,,,41.83,2024-08-24,,donors,Tech Solutions Inc,,,Ruth,,141,,,Owens,Restaurant Owner,555-4789,OH,EIBZFFHN,0x72964cb2e2699a2dbbf456ceee7dacda44da9b80,44101
659 Birch Street,,Boston,,,854.11,2024-08-25,,donors,Pharmacy Chain,,,Anthony,,142,,,Patel,Designer,555-2854,MA,GLSEX3RD,0x2a64f7bb981a38dac719b003e6b397db240abb4a,02101
622 Maple Road,,Philadelphia,,,518.18,2024-08-25,,donors,Healthcare Partners,,,Rebecca,,143,,,Jordan,Professor,555-6364,PA,89CMLQ63,0x4a34c7bdb12ba3930b4f2801cb5b0c93af56b537,19101
727 Willow Boulevard,,Omaha,,,793.62,2024-08-29,,donors,Insurance Corp,,,Emma,,144,,,Collins,Restaurant Owner,555-7411,NE,XW302M2V,0x96afedef0e3d47eed2c5089a3c77c9433a5d55f3,68101
774 Ash Street,Floor 12B,Charlotte,,,849.83,2024-08-30,,donors,Film Studio,,,Amanda,,145,,,West,Teacher,555-5523,NC,OTBEOGIR,0xb40ac5b4fbb12a16a036cd2251524f74e67edf23,28201
971 Spruce Court,,Tampa,,,219.96,2024-09-02,,donors,Auto Industries,,,Susan,,146,,,Ramirez,Project Manager,555-1572,FL,C99FD0WM,0xe0493f4d230fbb06510b6314e239317ece100144,33601
799 Ash Place,,Minneapolis,,,911.19,2024-09-04,,donors,Art Gallery,,,Nathan,,147,,,Jones,Project Manager,555-6887,MN,EGCUQSJ6,0xe35eb7275294e6c56afcb2ce3631fd87ed16f91e,55401
733 Poplar Circle,Apt 2C,Las Vegas,,,820.56,2024-09-11,,donors,Construction Co,,,John,,148,,,Marshall,Director,555-9207,NV,D4KMZPDR,0x4e2610b1417a9e4a332dfd2f7c9cd7a71e09cdac,89101
538 Pine Drive,,Honolulu,,,575.65,2024-09-13,,donors,Healthcare Partners,,,Tyler,,149,,,Adams,Engineer,555-9026,HI,WTKHNAZW,0xe23ce54ff4ff2439fdde6fbc43f32cf76277bbf3,96801
295 Willow Way,,Sacramento,,,3299.84,2024-09-14,,donors,Nonprofit Org,,,Ruth,,150,,,Castillo,Architect,555-6299,CA,QNIK9137,0x429a00449459ca69b289186fd69bb8d99609959e,95801
653 Cedar Place,,Fresno,,,1931.39,2024-09-15,,donors,Architecture Firm,,,Dennis,,151,,,Jackson,Financial Analyst,555-5858,CA,DMDT7SNV,0xab8ae0c9c2bcfcd1a1d2c470726590abdc7b42b2,93701
294 Willow Drive,,Omaha,,,45.26,2024-09-17,,donors,Tech Solutions Inc,,,Amanda,,152,,,Fernandez,Attorney,555-7425,NE,NPRNMY4U,0xb3e7c95cc76bd535b1369a9d48ffe8a8a4a3a6b7,68101
216 Spruce Way,,Boston,,,573.22,2024-09-17,,donors,Hotel Chain,,,Hannah,,153,,,Woods,Underwriter,555-1214,MA,M7SNFIY3,0xa0248529dc5bf1a7ee913e470d88d4ed96744a6c,02101
593 Birch Circle,,Cleveland,,,36.96,2024-09-26,,donors,Telecom Company,,,Amy,,154,,,Reed,Attorney,555-4412,OH,YFAU1TBD,0x73f8cd6698ad884f40e02888691e0096c62883e8,44101
296 Maple Boulevard,Unit 15B,New York,,,1433.53,2024-09-27,,donors,Sports Management,,,Brittany,,155,,,Cook,Producer,555-2747,NY,IZZZXXH2,0xa713dd62d42e06b1b4cb3f2f013c508b1e41da62,10001
120 Cedar Court,,Columbus,,,128.88,2024-09-28,,donors,Logistics Co,,,Scott,,156,,,Bell,Product Manager,555-1727,OH,7Y6HI04S,0xc35a158bfc9957ec35229112741f64942abbb36b,43201
159 Elm Boulevard,,Portland,,,1947.9,2024-09-28,,donors,Airlines,,,Brittany,,157,,,Hamilton,CEO,555-2936,OR,JPG2EBWF,0x05645b4fb088df89ea8e1312f7a3a10eeb785f6b,97201
165 Oak Lane,Unit 16A,San Diego,,,707.31,2024-09-28,,donors,Film Studio,,,Sara,,158,,,Anderson,Operations Manager,555-5573,CA,BXCCT17O,0x23b85badc811ea5160612fee46fe033bcc842d54,92101
591 Poplar Way,,Charlotte,,,19.32,2024-09-29,,donors,Hospital Network,,,Raymond,,159,,,Tran,Consultant,555-6800,NC,E0QIM197,0xe9cd7aa390c37c805be81281d2dbcc2f87a6b8a4,28201
490 Spruce Road,Floor 6,Detroit,,,1658.64,2024-09-30,,donors,Architecture Firm,,,Jack,,160,,,Hayes,Creative Director,555-3058,MI,AP4SH8KJ,0x4f7cbe911f229af59b59933f29d47d3294e1f910,48201
864 Oak Lane,Unit 15B,Austin,,,1569.91,2024-10-01,,donors,Construction Co,,,Sara,,161,,,Coleman,Software Engineer,555-5254,TX,LFU0TPM0,0x036c512f46d765956869b2d40e8accf9ff9c8613,78701
620 Birch Lane,Unit 17B,San Antonio,,,436.81,2024-10-02,,donors,Consulting Firm,,,Stephen,,162,,,Ward,Engineer,555-1782,TX,M22SMOJS,0x813389e2380a9b638316362b070c19bca9955689,78201
659 Birch Street,,Boston,,,985.95,2024-10-07,,donors,Pharmacy Chain,,,Anthony,,163,,,Patel,Designer,555-2854,MA,GLSEX3RD,0x2a64f7bb981a38dac719b003e6b397db240abb4a,02101
963 Maple Avenue,Suite 5,Raleigh,,,1563.5,2024-10-07,,donors,Accounting Firm,,,Jeremy,,164,,,Griffin,Software Engineer,555-4910,NC,K9DQG0A3,0x86cf43195ee25dab7e4b0da464fc250638be3462,27601
733 Poplar Circle,Apt 2C,Las Vegas,,,1012.92,2024-10-09,,donors,Construction Co,,,John,,165,,,Marshall,Director,555-9207,NV,D4KMZPDR,0x4e2610b1417a9e4a332dfd2f7c9cd7a71e09cdac,89101
609 Pine Circle,,Charlotte,,,69.8,2024-10-13,,donors,Education First,,,Deborah,,166,,,Nguyen,Software Engineer,555-7868,NC,SJTVFVB0,0x1faa993bad304b35f13dcee234392df2f3b90617,28201
855 Ash Road,,Portland,,,20.04,2024-10-15,,donors,Retail Giants,,,Eugene,,167,,,Nelson,Architect,555-8956,OR,YDJM4G6H,0x718113be3ad96f60385ff9344640c73e25d25765,97201
613 Pine Way,,Miami,,,375.19,2024-10-15,,donors,Pharmacy Chain,,,Jennifer,,168,,,Vargas,CPA,555-7513,FL,QC3S78YD,0x4c1e27a0b54c139d71fb26e36844d22f93aa4cf3,33101
173 Birch Court,,Milwaukee,,,195.89,2024-10-15,,donors,Tech Startup,,,Nicholas,,169,,,Hughes,Software Engineer,555-7691,WI,KMFOSQ9O,0x70ec3b64e8ecfb732b3eeea4ee8d0cc5a050055c,53201
490 Spruce Road,Floor 6,Detroit,,,352.64,2024-10-16,,donors,Architecture Firm,,,Jack,,170,,,Hayes,Creative Director,555-3058,MI,AP4SH8KJ,0x4f7cbe911f229af59b59933f29d47d3294e1f910,48201
727 Willow Boulevard,,Omaha,,,1097.92,2024-10-22,,donors,Insurance Corp,,,Emma,,171,,,Collins,Restaurant Owner,555-7411,NE,XW302M2V,0x96afedef0e3d47eed2c5089a3c77c9433a5d55f3,68101
538 Spruce Avenue,,Chicago,,,540.06,2024-10-22,,donors,University,,,Charlotte,,172,,,Wells,Consultant,555-1134,IL,9JPPXXZE,0x5cde675d9ed83380ca00a447ab984db9c0d3981a,60601
538 Spruce Avenue,,Chicago,,,1816.72,2024-10-24,,donors,University,,,Charlotte,,173,,,Wells,Consultant,555-1134,IL,9JPPXXZE,0x5cde675d9ed83380ca00a447ab984db9c0d3981a,60601
116 Elm Avenue,,Charlotte,,,589.23,2024-10-26,,donors,Film Studio,,,Helen,,174,,,Baker,Agent,555-1093,NC,EOP0RWRO,0xf0a6904f179b5cccd9abb57ce3890745e1bb6cf2,28201
636 Maple Way,,New York,,,767.81,2024-10-27,,donors,Auto Industries,,,Alexander,,175,,,Nguyen,CEO,555-6943,NY,5IHZRG4O,0x253388843aa51c720f6787dc35a3f541047a46a9,10001
939 Poplar Avenue,,Los Angeles,,,433.12,2024-11-02,,donors,Music Label,,,Gregory,,176,,,Jenkins,Professor,555-8430,CA,PK7M5CYL,0x451206a32e3cdb54034607fcc15ae4faa519cee6,90001
220 Willow Way,,Indianapolis,,,3300,2024-11-07,,donors,Nonprofit Org,,,Julie,,177,,,Kim,Security Consultant,555-3716,IN,T8UUGKEH,0x4fc80d6a55925a5b5b8e3ae9c6fa56c9cf9bff5b,46201
749 Pine Court,Unit 2,Houston,,,128.85,2024-11-08,,donors,Food Services,,,Richard,,178,,,Perry,Attorney,555-7200,TX,V3MEWMIB,0x1c76af4858fb2bf47d806117b433252f6df240cf,77001
316 Birch Lane,,New York,,,327.56,2024-11-09,,donors,Film Studio,,,Gerald,,179,,,Bailey,Underwriter,555-4231,NY,FZY1OK53,0x4dcbbb517db46434d86ab320d7f33c5b7b24c8e9,10001
108 Cedar Avenue,,Detroit,,,179.71,2024-11-10,,donors,Healthcare Partners,,,Joseph,,180,,,Edwards,Network Engineer,555-3979,MI,U6NQV6BX,0x90ec8941158a155fa43c5380f310082694f3350f,48201
392 Maple Circle,,Kansas City,,,291.28,2024-11-10,,donors,Financial Advisory LLC,,,Katherine,,181,,,Medina,Physician,555-6505,MO,UULAEUSF,0xf9ffe8604491a3bbdbbcd10ef5c1bb27ca066401,64101
323 Ash Way,,Milwaukee,,,58.07,2024-11-11,,donors,Tech Startup,,,Carolyn,,182,,,Williams,Designer,555-8189,WI,2TJUI40V,0xc314a1b0300b7bb183fa4fa72327b992d7b4c803,53201
593 Oak Circle,,Miami,,,1622.9,2024-11-12,,donors,Gaming Studio,,,Donald,,183,,,Sanchez,CPA,555-4116,FL,GUE158T6,0x0c3479ffedfce359043d0c52acfdbd734842db26,33101
782 Oak Circle,Suite 17B,Charlotte,,,1790.27,2024-11-13,,donors,Music Label,,,Brandon,,184,,,Wood,Engineer,555-3539,NC,T65M28Z3,0x71283c24e1df5073f8eb52feb48bd5680ffc3ecb,28201
336 Oak Boulevard,,Los Angeles,,,724.13,2024-11-14,,donors,Travel Agency,,,Isabella,,185,,,Ellis,Producer,555-6167,CA,D9CLQHB1,0x8778637aa0f7b0f098e8d8fd6aea1b4be8130f6f,90001
388 Pine Street,,San Francisco,,,1939.77,2024-11-19,,donors,Logistics Co,,,Michelle,,186,,,Jenkins,Game Developer,555-5756,CA,8HMDGSZC,0xce7368011f0d4c47c288448edd4b44236327976a,94102
435 Cedar Way,Suite 3A,Sacramento,,,273.43,2024-11-25,,donors,Publishing House,,,Victoria,,187,,,Johnson,Systems Analyst,555-7872,CA,FDMKQED8,0xa0e522d400abacda16bc0f23af0ea42ec991324e,95801
124 Pine Way,,Milwaukee,,,192.5,2024-11-25,,donors,Food Services,,,Jennifer,,188,,,Mendoza,Operations Manager,555-6978,WI,AMNKHZ1B,0x3db59b0ecfdccda46e37fca7df83f9f66f45f2c1,53201
765 Pine Circle,,Boston,,,1599.47,2024-11-26,,donors,Travel Agency,,,Joshua,,189,,,Hall,Restaurant Owner,555-9828,MA,N6Z37BFH,0x5a7484093ea1c9f0ba6f92ecb04c5d31855b5edb,02101
585 Ash Road,Unit 16C,Philadelphia,,,377.14,2024-11-27,,donors,Travel Agency,,,Maria,,190,,,Patel,Software Engineer,555-3900,PA,G2EY457P,0x5bb8c5e66c45b686c8fcfe1dcf922b8be1c0cc65,19101
634 Maple Drive,,Minneapolis,,,1013.26,2024-11-27,,donors,Consulting Firm,,,Jacqueline,,191,,,Ruiz,Site Supervisor,555-2653,MN,5W2GH215,0xa6f73db471dfbf4fcdbc146bca6f57b4e4a21f36,55401
855 Poplar Way,,Tucson,,,1687.01,2024-11-28,,donors,Retail Giants,,,Mark,,192,,,Kim,Director,555-3690,AZ,M57JWYHO,0x3a5054038cd2fc7a7853c57d8954649a7250c2e2,85701
110 Spruce Road,,Houston,,,925.77,2024-11-28,,donors,Hotel Chain,,,Andrea,,193,,,Gibson,Teacher,555-8892,TX,QZJ4A5RX,0x6488c9349a0ac14172e8cc8672b8c5373d79ebf4,77001
396 Oak Road,Apt 4C,Portland,,,16.83,2024-11-30,,donors,Retail Chain,,,Diane,,194,,,Morales,Producer,555-3456,OR,NGX9HRGV,0x2f9aa73566c8e49df152e96c4fdf6405e02938a2,97201
973 Ash Court,,Fort Worth,,,538.37,2024-11-30,,donors,Investment Bank,,,Michelle,,195,,,Hayes,Software Engineer,555-8237,TX,OWPDCNSA,0xdfc346b38246a7f4e673a6d6304ba681057561b5,76101
498 Pine Circle,,Chicago,,,1108.98,2024-12-04,,donors,Food Services,,,Samuel,,196,,,Martin,Security Consultant,555-4625,IL,UG1P460X,0xe2026c7617466af6b694e2f57ceee189ae685bdd,60601
659 Birch Drive,,Detroit,,,3299.91,2024-12-05,,donors,Fashion House,,,Rachel,,197,,,Ortiz,Partner,555-8672,MI,O1SLGDF6,0x1a8964573d6d1d28b950996362d9f6da2b38885e,48201
790 Willow Lane,,Oakland,,,630.77,2024-12-06,,donors,Education First,,,Kevin,,198,,,Jackson,Research Scientist,555-7366,CA,ZF5RXT8R,0x4370343fee9ccbba3333a74348800b5e05ebe661,94601
348 Pine Street,,Austin,,,10.47,2024-12-07,,donors,Consulting Firm,,,Brenda,,199,,,Cruz,CEO,555-6380,TX,CPE2M3BW,0x3214a9b9e68f3fc25f06df837bb5036fbcb9c60f,78701
173 Pine Court,,Sacramento,,,460,2024-12-08,,donors,Energy Company,,,Jennifer,,200,,,Williams,Software Engineer,555-5736,CA,8KAP8OKK,0x947d80c2e24bddd798547911375235b11956d6e8,95801
919 Ash Way,,Phoenix,,,3300,2024-12-10,,donors,Construction Co,,,Peter,,201,,,Moreno,Editor,555-6819,AZ,GENYJC9J,0x36bf71066dd6fc93456d0643b228b8278086bdce,85001
892 Pine Avenue,,Albuquerque,,,1784.09,2024-12-10,,donors,Music Label,,,Debra,,202,,,Bell,Engineer,555-7800,NM,WTNAVWP5,0x67a131c6035aba27743a288b9ea9638c735fb182,87101
536 Elm Street,,Las Vegas,,,747,2024-12-10,,donors,Fashion House,,,Dennis,,203,,,Kennedy,Teacher,555-6049,NV,VPRPDFRK,0xd9695fa9149cbfdd8c75a72588a4ca92a3b117a5,89101
806 Poplar Drive,,San Jose,,,38.28,2024-12-11,,donors,Pharmacy Chain,,,Patricia,,204,,,Simmons,Partner,555-8119,CA,GJ360Y0R,0x4aef4b40363280778215fedef79b1f52fc74cc68,95101
634 Willow Way,,San Francisco,,,48.2,2024-12-13,,donors,Construction Co,,,Julia,,205,,,Moore,Director,555-7038,CA,UWTXU6QO,0x1ef9abf4c32324319db56d3c97a2f2b675654f31,94102
858 Willow Place,Unit 2A,Virginia Beach,,,1730.25,2024-12-14,,donors,Construction Co,,,Dennis,,206,,,Roberts,Engineer,555-8252,VA,VLI8N7T0,0x915cae980ea6f1dc227290e763860c6edfed97be,23451
354 Maple Road,,San Antonio,,,694.9,2024-12-16,,donors,Airlines,,,Mark,,207,,,Gray,Engineer,555-1588,TX,6OFTWGZ6,0x1bc03a152f48c8cdd240a373b79fa1fd6d46b0f5,78201
689 Willow Road,Unit 11B,San Jose,,,238.57,2024-12-18,,donors,Real Estate Group,,,Kyle,,208,,,Rivera,Physician,555-5266,CA,C3Z2QOV8,0x7b4e9fcadf8ca8d10d80f3fe649d7329efd1dffe,95101
973 Ash Court,,Fort Worth,,,587.14,2024-12-22,,donors,Investment Bank,,,Michelle,,209,,,Hayes,Software Engineer,555-8237,TX,OWPDCNSA,0xdfc346b38246a7f4e673a6d6304ba681057561b5,76101
573 Oak Circle,,Jacksonville,,,16,2024-12-23,,donors,Music Label,,,Jessica,,210,,,Hernandez,Mechanical Engineer,555-2695,FL,HOMDYJ6X,0x4fe076c393985d328c46384018b77ec09fadb831,32201
686 Cedar Boulevard,,Kansas City,,,14.14,2024-12-24,,donors,Accounting Firm,,,Abigail,,211,,,Rogers,Creative Director,555-6400,MO,EWTKJQKB,0x7af1ee0eb41c03b1e8c9a97ab204c0518581c95e,64101
309 Willow Place,,Atlanta,,,830.93,2024-12-25,,donors,Tech Solutions Inc,,,Douglas,,212,,,Peterson,Agent,555-7360,GA,TE036S5O,0x98c9e31d5cefdb7491465fa1ea6140a6eaa89f26,30301
177 Poplar Way,Apt 12A,Omaha,,,242.39,2024-12-25,,donors,Law Associates,,,Dennis,,213,,,Lee,Editor,555-2455,NE,ZDLSNM46,0xd3dedbb4a6bce1644f25ba9ceb57e31d515376c1,68101
825 Birch Drive,Unit 2B,San Jose,,,801.54,2024-12-27,,donors,Airlines,,,Mason,,214,,,Taylor,Mechanical Engineer,555-3169,CA,Y7YXP2TQ,0x1a266923ce883405ef40730b8973cd7781442039,95101
971 Spruce Court,,Tampa,,,51.43,2024-12-27,,donors,Auto Industries,,,Susan,,215,,,Ramirez,Project Manager,555-1572,FL,C99FD0WM,0xe0493f4d230fbb06510b6314e239317ece100144,33601
,,,,,,,,kyc,,,,Susan,,1,1,,Thomas,,,,09YZMK00,,
,,,,,,,,kyc,,,,Nicholas,,2,1,,Nguyen,,,,0BDMAU6J,,
,,,,,,,,kyc,,,,Jason,,3,1,,Alexander,,,,0GRFGDDN,,
,,,,,,,,kyc,,,,Richard,,4,1,,James,,,,0R17I15A,,
,,,,,,,,kyc,,,,Jacqueline,,5,1,,Lee,,,,11UM2Q0N,,
,,,,,,,,kyc,,,,Gregory,,6,1,,Henry,,,,18QL8MLY,,
,,,,,,,,kyc,,,,Mary,,7,1,,Martinez,,,,36N9US4W,,
,,,,,,,,kyc,,,,Barbara,,8,1,,Alvarez,,,,3BPC7AAP,,
,,,,,,,,kyc,,,,Eric,,9,1,,Hayes,,,,3KNFKO94,,
,,,,,,,,kyc,,,,Mia,,10,0,,Wallace,,,,3KNRV10C,,
,,,,,,,,kyc,,,,Janet,,11,1,,Davis,,,,3W5ALWRR,,
,,,,,,,,kyc,,,,Carolyn,,12,1,,Phillips,,,,4M0JKQ3B,,
,,,,,,,,kyc,,,,Marie,,13,1,,Ford,,,,528KDAEQ,,
,,,,,,,,kyc,,,,Diane,,14,1,,Castro,,,,56ZDXBGG,,
,,,,,,,,kyc,,,,Larry,,15,1,,Lopez,,,,58XSMTBA,,
,,,,,,,,kyc,,,,Brittany,,16,1,,Coleman,,,,59W1P4OK,,
,,,,,,,,kyc,,,,Kyle,,17,1,,Aguilar,,,,5CGDJPQM,,
,,,,,,,,kyc,,,,Kevin,,18,1,,Moreno,,,,5CMFBIGJ,,
,,,,,,,,kyc,,,,Anna,,19,1,,Fisher,,,,61R02LE0,,
,,,,,,,,kyc,,,,Charlotte,,20,1,,Thomas,,,,6B79XWGZ,,
,,,,,,,,kyc,,,,Teresa,,21,0,,Gonzalez,,,,6BP7TQGA,,
,,,,,,,,kyc,,,,Kelly,,22,1,,Diaz,,,,6H1RMG77,,
,,,,,,,,kyc,,,,Douglas,,23,1,,Adams,,,,6N9ER1BL,,
,,,,,,,,kyc,,,,John,,24,1,,Wright,,,,6ZMX83DT,,
,,,,,,,,kyc,,,,Betty,,25,1,,Chen,,,,7JANJW8N,,
,,,,,,,,kyc,,,,Richard,,26,1,,Clark,,,,7VJ3FRR4,,
,,,,,,,,kyc,,,,John,,27,1,,Graham,,,,88V3LGC5,,
,,,,,,,,kyc,,,,Rachel,,28,1,,Rivera,,,,88WA7AE6,,
,,,,,,,,kyc,,,,Patricia,,29,1,,Murray,,,,8HV6FTUV,,
,,,,,,,,kyc,,,,Julia,,30,1,,Mitchell,,,,8M0BJ6U9,,
,,,,,,,,kyc,,,,Nicole,,31,1,,Barnes,,,,8PJKSA9T,,
,,,,,,,,kyc,,,,Deborah,,32,1,,James,,,,8SXUJPIL,,
